LAcode,LAname,WhiteBritish,WhiteIrish,WhiteGypsyIrishTraveller,OtherWhite,WhiteBlackCaribbean,WhiteBlackAfrican,WhiteAsian,Indian,Pakistani,Bangladeshi,Chinese,BlackAfrican,BlackCaribbean,Arab,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,BornOutsideUK,BorninEU15,BorninEUAccession,BorninAmericasCaribbean,BorninAntarcticaOceania,NonEnglishMainLanguage,Arrived2007_11,NonBritishPassports
E07000102,Three Rivers,79.7,2,.1,4.5,.6,.2,.9,6,.7,.2,.7,1,.7,.1,59.9310558081473,.39511206294307,4.53863508824169,1.84500154609068,2.22980633782654,.53139709334952,13.8575535119164,1.93204072517379,1.23458204015255,1.06508469141175,.389385801161286,5.24030970872632,1.71902378689144,6.7
E07000103,Watford,61.9,2.3,.1,7.7,1.1,.5,1,5.5,6.7,.4,.9,3.5,1.7,.3,54.1422575608244,.729781508510426,4.81500758574102,1.13287781973622,9.86146332820235,.626792615807134,24.7040453594091,2.56143342820124,3.4850112401856,1.48946301812826,.332222234526749,13.508055155764,5.32441501201537,15.2
E07000241,Welwyn Hatfield,76.5,1.5,.1,5.9,.8,.4,.7,3.2,.7,.4,1.7,3.6,.7,.5,57.5374315827566,.813317048898539,2.51051703080472,.804270140679423,2.54218120957163,.340163749038766,17.1873162346768,1.47012258560637,3.0696159587461,.885692314651468,.304880806984213,8.56044658296369,5.84611209119284,11.5
E07000143,Breckland,91.2,.5,.2,5.6,.3,.2,.3,.2,.1,.1,.2,.2,.2,0,63.7990359488394,.212275176065782,.106520756220736,.108053428972113,.313431577656697,.0482791916683909,8.67339510004521,2.14957353380693,2.84540696293231,1.37174211248285,.15250093876206,4.87684846368161,2.81475350790476,6.1
E07000144,Broadland,95.9,.3,0,1.4,.2,.1,.3,.3,0,.1,.2,.2,.1,.1,63.3297498515797,.274377035765287,.202172552669159,.0938658280249667,.302456556969337,.0577635864769026,4.20390546026347,.848001540362306,.556776791874589,.406751921441522,.167674855189898,1.38412876691965,.615342650385893,1.8
E07000145,Great Yarmouth,92.8,.4,.1,3.6,.3,.3,.3,.5,.1,0,.2,.3,.1,.1,61.0452624978155,.243634158125765,.262138018236582,.111023160664905,.532499974300194,.00616795337027252,6.53289061134698,1.67973930117088,1.80926632194661,.386525077870411,.0935472927824666,4.04258717061485,1.82777018205742,4.2
E07000146,King`s Lynn and West Norfolk,92.2,.4,.2,4.5,.2,.2,.3,.5,.1,0,.3,.2,.1,.1,66.3732358546229,.282805813456674,.23465422411513,.0861303076954378,.368936121152112,.0556116947324874,7.65338993970879,1.28585089283898,2.62595709761209,1.24515940888838,.126143600246862,4.00224293824911,2.45437467362039,5.4
E07000147,North Norfolk,96.6,.3,0,1.7,.2,.1,.2,.1,0,.1,.1,.1,.1,0,65.9839013192248,.28177617513473,.0502468004610883,.121183459935566,.155666558291215,.0206898590133893,4.13304564576991,.911339027970719,.818727278101262,.397048246780756,.164533640725524,1.37843851132686,.762569089350634,1.9
E07000148,Norwich,84.7,.7,.1,5.4,.5,.5,.7,1.3,.2,.4,1.3,1.3,.2,.5,44.9129135474523,.738046365612171,.767477662400386,.181870321178459,1.97114223617484,.126780970780005,12.8833615068824,1.87605650808983,2.66919222410046,.896522579087177,.293558319246559,7.90135092679862,5.26971142236175,8.9
E07000149,South Norfolk,95.2,.4,.1,1.9,.3,.1,.3,.3,.1,0,.3,.2,.1,.1,62.2794568267587,.293519981937232,.1894977905364,.10160307067058,.324968551430507,.0395123052607812,4.90033222591362,1.05231751765958,.727348966229075,.545108537883431,.251588555946199,1.6597994895491,.839434893397413,2.3
E07000200,Babergh,95.4,.6,.1,1.9,.3,.1,.2,.2,0,.1,.2,.2,.1,0,63.2151812172327,.24390243902439,.096877136995669,.132208798723501,.223387280601778,.0125370412582631,4.99202188283565,1.12377478914976,.723729199908821,.596079325279234,.256439480282653,1.51906461307288,.86505584682015,2.3
E07000201,Forest Heath,77.2,1,.2,13.5,.4,.5,.7,.5,.2,.2,.2,.6,.3,0,63.982057976836,.318002276226819,.262770301934793,.135569391444065,.609225413402959,.0669478476266988,22.976501305483,2.00843542880096,3.06453772511214,13.5987815491732,.244359643837451,5.48508441956084,14.9126330588472,19.8
E07000202,Ipswich,82.9,.5,.1,5.4,1.9,.5,.5,1.4,.2,1.3,.5,.8,1.2,.1,53.0775805194026,.371108978588137,.826186049301265,.0622263539854855,2.68173094224195,.25715228213279,11.8327535536496,1.66961554609248,3.29949619144725,1.12007437173874,.17093504468302,7.61039062806096,3.65261200743717,7.4
E07000203,Mid Suffolk,95.9,.4,.1,1.5,.3,.1,.3,.2,0,0,.2,.2,.1,0,63.7541222565672,.216063102831564,.108548448790977,.0806359905304401,.157136802059319,.0175745107566344,4.69446196152216,1.08445069315938,.567553317964251,.710216993518107,.234671408338588,1.18897553680162,.778447447043864,2.1
E07000204,St Edmundsbury,91.2,.7,.1,4.1,.4,.2,.4,.5,.1,.1,.3,.4,.2,.1,62.2801960219083,.281961660420871,.233316517728452,.106298645142692,.542303257422888,.0549509945229173,8.52280916690689,1.47737100028827,1.90076390890747,1.53502450273854,.233316517728452,3.5206790815945,2.39622369558951,5.4
E07000205,Suffolk Coastal,93.9,.5,0,2.2,.4,.2,.4,.6,.1,.1,.4,.2,.2,0,63.0742248467393,.295258169882058,.351574442066646,.111023508021046,.433635295821333,.0973466990619318,6.11514264107226,1.20597274292426,.802909137717421,.778773592495455,.232505752304945,2.02057036773055,1.03943748089269,2.8
E07000206,Waveney,95.8,.4,.1,1.5,.3,.2,.3,.2,0,.1,.3,.2,.1,0,60.6798896350669,.265500546618772,.111926701025561,.0546618772450414,.336647751921842,.0286324118902598,3.82459610946258,.916237180488313,.581324726256789,.341853644992799,.134485570999705,1.56580693761883,.743575060301595,2
E09000007,Camden,44,3.2,.1,19,1.1,.8,1.8,2.8,.7,5.7,2.9,4.9,1.6,1.6,33.9573745790558,1.26578257041454,1.4255371293195,4.4581506594414,12.0918770252975,.211039403098875,42.4997049986838,7.93871234194737,2.66635804990515,5.8019951165936,2.37771060824733,23.463263064091,12.4436093637956,26.4
E09000001,City of London,57.5,2.4,0,18.6,.5,.5,1.5,2.9,.2,3.1,3.6,1.3,.6,.9,45.3423728813559,1.24745762711864,1.96610169491525,2.25084745762712,5.54576271186441,.244067796610169,36.6779661016949,8.8406779661017,1.93898305084746,5.73559322033898,2.96949152542373,17.1381031613977,11.9728813559322,24.3
E09000012,Hackney,36.2,2.1,.2,16.2,2,1.2,1.2,3.1,.8,2.5,1.4,11.4,7.8,.7,38.6287408129289,1.24862955292971,.640354082917123,6.28456572055062,14.1011897510862,.760141308320136,39.079059568766,5.45986112803021,3.57371990092175,6.98664067892963,1.3712591870711,24.0877220683563,7.98432614609981,21.1
E09000013,Hammersmith and Fulham,44.9,3.5,.1,19.6,1.5,.8,1.5,1.9,.9,.6,1.7,5.8,3.9,2.9,54.1434465979517,1.1288104201257,1.1490851703901,.636188785323273,9.99599984656946,.242201070726,42.7627361049465,8.82444806102152,3.30040056330928,5.89282876603486,3.84891475289463,22.6873845907581,12.6306214484939,27.6
E09000014,Haringey,34.7,2.7,.1,23,1.9,1,1.5,2.3,.8,1.7,1.5,9,7.1,.9,44.977365980716,1.10973380510423,1.78051669896362,2.99812494606278,14.1727403246432,.316954724116018,44.600393839781,5.16424374132101,9.77028627915552,6.21160650541726,1.0093125063744,29.7148951880871,9.91385735468332,25.3
E09000019,Islington,47.7,3.9,.1,16.4,2.1,.9,1.4,1.7,.5,2.3,2.2,6.1,3.9,.9,40.2081261370528,1.02704669496665,1.02268041237113,.929047907822923,9.47046694966646,.276046088538508,35.4299575500303,6.59163129169194,2.81140084899939,5.33899332929048,2.06234081261371,19.8574805094013,9.58253486961795,21.2
E09000020,Kensington and Chelsea,39.3,2.3,.1,28.9,1.1,.7,1.9,1.6,.6,.5,2.5,3.5,2.1,4.1,54.210868016817,1.54239862841871,.873626685324206,2.09266998216188,9.96665595118784,.165774760635113,51.6303285870065,14.5156918732548,2.2660086102024,9.0829441093231,2.211800893797,27.955429206287,16.2503387982275,36.3
E09000022,Lambeth,39,2.5,.1,15.5,2.7,1.4,1.2,1.6,1,.7,1.5,11.6,9.5,.6,53.101759896531,.977610315224062,1.02908085493886,.374151231003742,7.09369617864237,.145173317144309,38.8500293646028,7.18442950185756,3.90549217053906,8.35406452294068,2.06146110344919,20.2544125758411,8.88328725180312,24.2
E09000023,Lewisham,41.5,1.9,.1,10.1,3.1,1.3,1.1,1.7,.6,.5,2.2,11.6,11.2,.5,52.7712633887308,1.32808960255179,2.37852728491944,.233068126212009,6.43710241586168,.192471500806495,33.7408702901571,3.70915417655907,3.86791597948421,6.6926436739946,.765173894919985,16.480461838814,6.69880566177936,19.7
E09000025,Newham,16.7,.7,.2,11.4,1.3,1.1,.9,13.8,9.8,12.1,1.3,12.3,4.9,1.1,39.9757779624916,.794197101148112,8.75435087537015,.111044729596343,31.9678944360746,2.08484856356174,53.7086342147644,2.48909034235545,8.19100992259338,3.4842719102291,.240921606317211,41.3863390744059,16.4063717595719,32.8
E09000028,Southwark,39.7,2.2,.1,12.3,2,1.3,1,2,.6,1.4,2.8,16.4,6.2,.8,52.5393450186102,1.34728721429984,1.27236083986916,.348962651283635,8.51628434559096,.226513530107568,39.4289639000565,5.33676977137049,3.20761196463198,6.68058817203928,1.337921417496,19.5948278054505,9.72516589601191,24
E09000030,Tower Hamlets,31.2,1.5,.1,12.4,1.1,.6,1.2,2.7,1,32,3.2,3.7,2.1,1,27.0795289969146,1.07282287009634,1.65291858195328,.504927271582394,34.5129399911844,.323106227567534,43.0679743089226,5.74861469680751,3.08072539512625,3.24955922171148,1.56082740381588,34.1959334565619,12.8152351867011,23.9
E09000032,Wandsworth,53.3,2.5,.1,15.5,1.5,.7,1.3,2.8,3.2,.5,1.2,4.8,4,.8,52.9617746217365,.838450137624391,2.1159953745175,.526718676199938,8.06071760126386,.271014185898793,35.3663740451799,5.74048437270965,3.85087705011482,4.86359712698904,3.03392563396798,17.4203017270803,9.67344745028421,22.1
E09000033,Westminster,35.2,2.3,0,24.1,.9,.9,1.6,3.3,1.1,2.9,2.7,4.2,2,7.2,44.6120257434046,1.45581505588069,1.9043191307043,3.29860161534394,18.2651461284618,.226075224707834,53.3232146438404,11.4915495268829,2.74891064559062,7.49375558351109,2.71700486791008,30.8288427237932,17.5212857116812,34.6
E09000002,Barking and Dagenham,49.5,.9,.1,7.8,1.4,1.1,.7,4,4.3,4.1,.7,15.4,2.8,.5,55.9950729112317,.452904884595317,2.40114893685688,.22860400944538,13.7269984024614,1.58785655501826,30.9002694837853,1.75029987467121,4.90449731323052,1.61797849508636,.108116249172991,18.7242009080135,6.84036985439269,19
E09000003,Barnet,45.5,2.4,0,16.2,.9,.9,1.7,7.8,1.5,.6,2.3,5.4,1.3,1.5,41.209811833237,1.26856835004742,6.15175680301695,15.1756803016954,10.3101693108035,.356074593278075,38.8612347286369,3.70441038649105,6.71771618413742,2.24419589995118,.509559859253731,23.4050365566003,8.37518869989281,21.2
E09000004,Bexley,77.3,1.1,.3,3.2,.7,.4,.6,3,.3,.3,1.1,6.9,1,.1,62.109854868813,.593542157872731,1.52889908059156,.100863373233275,2.43322111923861,1.791402475032,14.0648370453066,1.08234158200322,1.50217459708531,.889235636667715,.160346901037513,6.03128896543682,2.33106462583568,7.2
E09000005,Brent,18,4,.1,14.3,1.4,.9,1.2,18.6,4.6,.6,1,7.8,7.6,3.7,41.476149928506,1.381681474222,17.8169432707292,1.39999678678727,18.648201404174,.549138055684977,55.0831418794081,4.18296033288884,7.2718217309577,5.81109522355928,.835756631267773,37.1511197794068,12.7133974904809,29.9
E09000006,Bromley,77.4,1.4,.2,5.3,1.3,.4,1,2,.3,.4,.9,3.2,2.1,.3,60.653151988416,.510679009153436,1.61187102446088,.30931633655686,2.53432538656462,.23788591818793,14.4619123959249,1.7825283135957,1.7007550292186,1.63740497491855,.44312716553757,5.79282136838671,2.21143403837203,7.5
E09000008,Croydon,47.3,1.5,.1,6.3,2.7,.9,1.4,6.8,3,.7,1.1,8,8.6,.5,56.4211372179934,.655240548409645,5.98247554887748,.195113628232859,8.12184557127839,.399033513311208,29.5791159618909,2.18147493794341,2.88184755268618,4.53357110226816,.280974632476374,14.4952677290584,5.10707857933061,14.5
E09000009,Ealing,30.4,3.1,.1,15.4,1.2,.6,1.4,14.3,4.3,.5,1.2,5.1,3.9,2.9,43.7451432859899,1.24922809640448,8.54338467538684,.33417147044311,15.7181731959616,7.91197492088911,48.2282411825711,3.55769997843102,8.3566504850066,3.13370699869109,1.09765429946609,33.8784865802475,11.0273630591315,27.2
E09000010,Enfield,40.5,2.2,.1,18.2,1.6,.8,1.3,3.7,.8,1.8,.8,9,5.5,.6,53.5792694245134,.583743511294029,3.49702047582777,1.41199362490639,16.6869355385866,.344997535731888,35.0751761791683,2.54619702623645,7.51281739453253,3.22691108792637,.227864791689336,22.8531502358142,4.92757612028189,15.9
E09000011,Greenwich,52.3,1.7,.2,8.3,1.6,1.1,.9,3.1,1,.6,2,13.8,3.2,.4,52.8887439748269,1.65896046857875,3.56973094434645,.193276947795582,6.815369445743,1.37100924350931,30.9997367976524,2.70705578711251,3.51119788495308,2.55502696841965,.575902450138869,16.8639702079239,8.24412606999611,20
E09000015,Harrow,30.9,3.1,.1,8.2,1,.4,1.4,26.4,3.3,.6,1.1,3.6,2.8,1.6,37.3054849073021,1.12944247373,25.2689746335587,4.40817214376548,12.4995816879727,1.15119469914999,44.7798842112308,2.58349508065056,4.71228498761796,1.96062847198983,.306622716016331,28.486298921525,8.4800214175758,20.1
E09000016,Havering,83.3,1.3,.1,3,.8,.3,.5,2.1,.6,.4,.6,3.2,1.2,.1,65.5885378026573,.320361502664059,1.24898833209685,.48855129156269,2.03556012679571,.81270654886356,10.2819181223444,.789100964456734,1.53857826937344,.779827342011196,.153014770351386,4.56600874704285,1.63215755041478,5.6
E09000017,Hillingdon,52.2,2.2,.1,6.1,1,.5,1.3,13.4,3.4,1,1.1,4.1,1.7,1.1,49.2133198995386,.871006366450558,8.04311956077332,.639930494714094,10.61014251504,6.65483908650196,29.9621079376205,2.26403247473863,2.90213772560014,1.45727469189884,.292039016412593,18.7622381092336,6.50370889550844,15.8
E09000018,Hounslow,37.9,1.9,.1,11.5,.9,.7,1.3,19,5.4,.9,.9,4.2,1.3,1.4,41.9992360911493,1.42425686238221,10.340726973464,.256342609181869,14.0441098296168,8.95781569320791,43.280161602161,2.9028536327016,6.00928503644318,1.83928775343857,.762333780915667,28.7301685799979,10.6108514433546,24.8
E09000021,Kingston upon Thames,63.1,1.7,.1,9.6,.8,.4,1.6,4,1.9,.6,1.8,1.6,.6,1.5,52.9076596276396,1.10646007747095,4.6869923778583,.484193427464701,5.91903036361365,.77221042109209,28.2644008496814,3.83793577408472,3.04760714731976,1.86055229289017,.715356741222042,16.4242005140717,6.8792952642759,16.4
E09000024,Merton,48.4,2.2,.1,14.2,1.3,.6,1.4,4.1,3.7,1.1,1.3,5.2,4.1,.7,56.082586770693,.943448192976219,6.1108802011087,.396108025819633,8.14350027291893,.249382802601994,37.7594607722855,3.83037963273625,5.52898699503738,3.78931660098251,1.17380178574111,21.0671916010499,8.96075475855438,22.5
E09000026,Redbridge,34.5,1.4,.1,6.6,1.1,.6,1.2,16.4,11.1,5.7,1.1,4.4,3.2,.6,36.8337097178908,.659569129297057,11.3628705595584,3.66096712908198,23.2996379539019,6.22898519554074,36.9477004695845,1.84356740868194,3.54016560920529,1.9794243108578,.240527655303438,24.5785207242977,7.31333118256443,17.6
E09000027,Richmond upon Thames,71.4,2.5,.1,11.9,.7,.4,1.5,2.8,.6,.5,.9,.9,.4,.6,55.2537568853949,.843360607519119,1.63163805551099,.753516230814482,3.27718059789294,.84549975934542,24.2820471682978,4.54569763088935,2.25359644900797,2.96058612760041,1.7760308037863,10.441282855076,5.5307770469009,14.8
E09000029,Sutton,70.9,1.7,.1,5.9,1.2,.4,1.2,3.4,1.4,.6,1.2,2.9,1.4,.5,58.4214235377026,.719447161654728,4.22727798638941,.255593070587864,4.06319354601201,.170921292059786,19.8563209323362,1.91221482439809,2.29928581195502,1.4378424999737,.348153524134086,10.0213839236758,3.25854869416133,10.7
E09000031,Waltham Forest,36,1.5,.1,14.5,1.8,.9,1,3.5,10.2,1.8,1,7.3,7.3,1.5,48.3792773640943,.76941246626318,2.29119957870118,.487513988437516,21.893986036732,.468152829246193,38.6495204240868,2.70940061723376,8.99829234575932,4.27339505670884,.394967647502991,26.4350908646402,9.14892216426782,22.8
E06000036,Bracknell Forest,84.9,.9,.1,4.7,.6,.3,.7,1.8,.5,.1,.5,1.4,.4,.2,60.5308952784771,.728766397243938,1.61123625281569,.155470164745373,1.12715869440396,.401925709995142,13.1716796961265,1.93807694006448,1.75345611942935,1.05295702486639,.34892451746831,6.01331572677828,2.9309659467338,7.8
E06000043,Brighton and Hove,80.5,1.4,.1,7.1,.8,.7,1.2,1.1,.2,.5,1.1,1.1,.3,.8,42.9002556983418,1.00303984723945,.655524218181286,.97670182061609,2.22958711485209,.125105626460937,15.687587107536,3.33980809821157,2.05180543514444,1.45298113538843,.605408806411846,8.2626268742573,4.7357235092494,9.9
E06000046,Isle of Wight,94.8,.5,.1,1.9,.4,.1,.5,.3,.1,.1,.2,.1,.1,0,60.514953169638,.331971214696416,.225653636133512,.0896828553863957,.378982388890898,.0325461975192565,5.20522185657976,1.09933822731711,.763750768451886,.486023216287564,.222760640798467,1.83639026638811,.963367446569993,2.5
E06000035,Medway,85.5,.7,.2,3.2,.7,.3,.6,2.7,.6,.5,.4,1.8,.5,.2,57.8334754191532,.355025101828171,1.04423605190869,.0788102680685801,1.95851094060813,1.45723216822961,10.3574879227053,1.26096428909728,2.06384389504594,.550156294401819,.183385431467273,5.21264005049708,2.43970825044994,5.7
E06000042,Milton Keynes,73.9,1,0,5.1,.9,.6,.9,3.3,1.5,.8,1.1,5.2,1,.2,52.7897564916145,.500761591666298,2.78031195116168,.171609309503619,4.78777916654945,.55140040430671,18.5418433331592,2.23051912820863,2.50943449306931,1.15585099328433,.257213016586221,9.5340683479069,4.41642787385309,11.1
E06000044,Portsmouth,84,.5,0,3.8,.5,.5,1.2,1.4,.3,1.8,1.3,1.4,.3,.5,52.1803799937578,.566674469413233,.62519506866417,.11460284019975,3.49270443196005,.228230337078652,12.2034956304619,1.64247815230961,2.22036906991261,.630559456928839,.23457006866417,7.12056203993656,3.91795411985019,6.7
E06000038,Reading,65.3,1.5,.1,7.9,1.7,.5,.9,4.2,4.5,.4,1,3.9,2.1,.4,49.9993577309921,1.20489665891662,3.63588485401225,.228005497822708,7.06945497051985,.608228750529872,24.8044290870788,2.62045755244126,3.72965612917314,1.98461123456949,.433531580367121,14.5389664267453,8.30774961784994,17.3
E06000039,Slough,34.5,1.1,.2,9.9,1.2,.4,1,15.6,17.7,.4,.6,5.4,2.2,.7,41.1725687386327,.52993830462537,6.16454477372419,.0620519952926073,23.2908954744838,10.6194500909383,38.9800649049606,2.23387183053386,7.0354124317963,1.34517313933169,.139082058414465,27.0999516557892,8.23651082343711,22.1
E06000045,Southampton,77.7,.7,.1,7.4,.7,.4,.8,2.8,1.3,.6,1.5,1.5,.5,.6,51.5100345319611,.561883131685818,1.04777906299339,.107226382755971,4.18056247414324,1.4673972695266,17.5830160164132,1.92965273849427,4.79985815722596,.891583151104769,.263422294644591,11.8483287208346,6.30060536469635,11.8
E06000037,West Berkshire,90.4,.8,.1,3.5,.5,.2,.5,1.1,.3,.1,.4,.5,.3,.1,63.6423918555213,.321800522682061,.719012885022949,.137821637997166,.791824316417678,.15342408758175,9.044870044597,1.52708975309124,1.35936342005695,.863335543680358,.395912158208839,3.40858337731942,1.90869966584754,4.8
E06000040,Windsor and Maidenhead,77.5,1.4,.2,7,.5,.2,1,4.1,2.9,.3,.7,.7,.3,.3,62.2931654676259,.539568345323741,1.84006640841173,.328583287216381,3.93193137797454,2.03444936358605,17.3810182623132,2.99529607083564,1.86081903707803,1.84767570558937,.715965688987272,7.37775153553144,3.86898173768677,9.9
E06000041,Wokingham,83.6,.9,.2,3.7,.6,.2,.8,3.5,1.9,.1,.8,.8,.5,.3,59.5316750874466,.370514315325819,2.06179556937427,.329058168156497,2.81901800751393,1.32335794792072,12.3448633242648,1.81629744785594,1.00725482575463,1.02344863324265,.414561471693224,4.88338879831853,2.24251846094054,6
E07000004,Aylesbury Vale,85.2,.9,.1,3.5,.9,.3,.6,1.1,3.1,.1,.4,1,.7,.2,61.6939536112371,.377289145902364,.775251669662392,.184337619230836,3.89520894468149,.136673998059,10.8144736615423,1.59472139752034,1.35410624967698,1.00036178411251,.318140314809604,4.87496043051599,2.13395200330774,5.5
E07000005,Chiltern,85.9,1.2,.1,4.2,.4,.2,1.1,1.9,1.9,.1,.5,.3,.2,.1,63.2082906029039,.352998326766341,1.30188373724834,.547309332325795,2.4947374102661,.527878231769849,11.063852755438,1.68942624278081,1.32887137690938,1.19717169536352,.582933016678361,3.94079307761965,1.70777783775031,5.3
E07000006,South Bucks,77.1,1.7,.4,5.1,.6,.2,1.1,7.1,1.4,.3,.8,.5,.4,.3,62.2683835075598,.463606861381549,2.51992761750938,.43220123528796,2.49001749742025,4.73028549209625,15.5338208682908,2.15801516443089,1.35492844003769,1.68693077302705,.616148473836122,5.52571702756667,2.74126250616896,7.6
E07000007,Wycombe,75.9,.9,.1,4.4,1.3,.2,.8,1.7,7.6,.3,.6,1,2,.2,57.2009508051549,.531914893617021,1.16695019924961,.229544871944257,8.75183519377316,.446855118734124,15.0468411363054,1.68721306891007,1.8934538929412,1.76586423061686,.386264594160006,7.67001709567516,2.7924075411899,7.1
E07000061,Eastbourne,87.4,1,.1,5.6,.4,.3,.6,.7,.1,.3,.6,.5,.2,.2,59.5823441838008,.484850923429767,.431537440148071,.212248018347886,1.4666237476361,.0533134832816964,11.9884923349294,2.76224198285921,2.15466945640365,.840944755160343,.303786263227779,6.18579212244728,2.55200579406913,7.1
E07000062,Hastings,89.3,.8,.2,3.5,.7,.3,.6,.5,.1,.3,.4,.7,.3,.2,51.8891129479026,.526292463491923,.468677288541228,.157333746980743,1.28415361092029,.0421033970793538,8.68770359208456,1.28415361092029,1.59438916834711,.661466527799322,.238216588738449,4.19305072647309,1.60325304141645,4.7
E07000063,Lewes,92.5,.8,.1,3.2,.3,.2,.5,.4,.1,.2,.3,.3,.1,.1,56.9957539332526,.501528173781051,.263584336731554,.32819839593034,.57229595290353,.0430760394658571,7.45010358761872,1.63688949970257,.80716292999118,.919981128592234,.362043855510656,2.60891644273291,1.20510348505672,3.7
E07000064,Rother,94.1,.7,.1,2.1,.3,.1,.4,.3,0,.1,.2,.2,.1,.1,64.8054930012805,.320130701638186,.188766724069413,.187662825098247,.507793526736433,.0132467876539939,6.36397756877291,1.30591248288957,.513313021592264,.795911158210801,.30467611604186,1.86083408884859,.951560913145229,2.7
E07000065,Wealden,93.8,.6,.2,2.8,.2,.1,.4,.3,0,.1,.3,.1,.1,.1,64.007655373871,.304871906792466,.148406809253601,.155122049491321,.380082597454924,.0221602927844744,6.75486015512205,1.52435953396233,.67488164389081,.758150622838532,.35120706443273,1.98342193862384,1.13151798005574,3.2
E07000084,Basingstoke and Deane,88.2,.8,.1,3.8,.6,.2,.5,1.5,.2,.2,.7,.8,.3,.1,59.882359251247,.519669366325187,1.18832650969314,.102503590605427,.872472422362469,.196067914588287,10.7080495116181,1.46305997056002,1.80811566219107,.782483805028635,.309894576248965,4.94403796226134,2.60788204935667,6.2
E07000085,East Hampshire,93,.6,.2,2.7,.3,.1,.4,.4,0,.1,.3,.3,.1,.1,64.6529651927202,.339941872534773,.240467787696353,.143588678984153,.364161649712823,.0432496021036606,8.28748875510345,1.63137499135008,1.14265448757871,.829527368348211,.411736212026849,2.63000491005669,1.51027610545983,3.8
E07000086,Eastleigh,91.8,.5,.2,2.3,.3,.2,.5,1.6,.1,.2,.5,.3,.1,.2,61.8894719606387,.284347319068044,.654957307965719,.0734830150400562,.778760213739726,.682114074393565,7.37306208516042,1.21965830398006,1.03355458110688,.575084465530875,.224442687241911,2.92511700468019,1.18531298173308,3.5
E07000087,Fareham,94.7,.4,.1,1.6,.3,.1,.6,.6,.1,.1,.4,.2,.1,.1,63.7725060718223,.245561520330522,.267966768535862,.0564612254774558,.482160941378909,.0708005843288732,5.63536802860702,1.17761984567265,.764467068766188,.484849571163549,.200751023919843,1.51974000073863,.810173775105081,2.1
E07000088,Gosport,94.4,.4,0,1.6,.3,.2,.5,.5,0,.2,.3,.4,.2,.1,58.8414707947036,.239645614969379,.22875263247077,.0447822613831667,.547069787707874,.0459925927719009,6.07586357144586,1.2054900631793,1.12681852291157,.612427682699523,.200915010529883,1.87887494329351,.987630413207136,2.4
E07000089,Hart,90.7,.7,.3,3.2,.3,.2,.8,1,.2,.1,.5,.3,.2,.1,64.6106357035361,.511902277196182,.790921973350324,.110948776817198,.559137895049048,.218602045412103,9.56466336383509,1.98499445256116,1.00403150505861,.8963782364637,.426219063416563,3.06384142796895,1.87624268122549,4.5
E07000090,Havant,95.2,.4,.1,1.4,.3,.2,.5,.4,.1,.1,.3,.2,0,.1,59.2249179675848,.221238938053097,.19306618938716,.0671174306453217,.472307845281893,.0497166152928309,5.13572635974943,1.05316363395313,.732491465314375,.416790958204899,.178979815054191,1.3882100750268,.693546783334991,1.9
E07000091,New Forest,94.9,.5,.2,2,.2,.1,.3,.3,0,.1,.2,.2,.1,0,65.1817388446238,.243111831442464,.122972651335698,.124672734073058,.274846709206515,.0447688454171436,6.03302694064444,1.27166188754519,.737269213768403,.54799333567567,.348516961158776,1.72709656331715,.967347077557774,2.5
E07000092,Rushmoor,80.5,.8,.2,3.3,.7,.4,.7,1.4,.7,.2,.5,1.2,.6,.1,57.7846002963531,3.296129286727,3.43471169528926,.0692912042811304,1.44552112315712,.195081390514567,17.5605232018933,2.29833594507873,1.45831334548594,.929568155894549,.331531762022024,10.8035465343222,5.31623439615381,10.7
E07000093,Test Valley,92.6,.5,.1,2.8,.3,.2,.5,.8,.1,.1,.4,.2,.1,.1,65.6763861922026,.286087389817694,.426124160208938,.0979398271447963,.576470386089108,.339352909843812,8.33347652021513,2.02151239712023,1.19675595800615,.635749755150432,.386604580834722,2.81386822340085,1.56360074915377,3.6
E07000094,Winchester,91.8,.6,.2,3,.3,.2,.6,.6,.1,.2,.6,.2,.1,.1,63.2351301513787,.485441056649084,.394528067241305,.150092199493975,.478579698957931,.105493374501479,8.88460054033192,1.81654444873279,.924567948882885,.963163085895622,.482868047514902,2.84898769634436,2.03010420686993,4.1
E07000105,Ashford,89.4,.6,.5,3.2,.5,.2,.4,.8,.1,.2,.4,.8,.3,.1,62.9497439723287,.680762318152531,1.08684594255485,.098341754552545,.863881447319339,.0805385058835498,9.29414357896165,1.42425989351962,1.41408660856591,.593441622299841,.292481942419207,4.86180339294064,2.36783207297636,5.4
E07000106,Canterbury,87.5,.8,.2,4.4,.4,.2,.6,1,.2,.2,1,.9,.3,.3,60.2878031029806,.582222369248073,.698005226768997,.176651559760495,1.21605081213404,.162096000529293,10.9550431704654,2.19061166429587,1.60177313176089,.954050745972411,.334116245988951,5.36421988935955,4.061662641834,6.9
E07000107,Dartford,82.6,.8,.3,3.7,.6,.4,.7,2.7,.2,.4,.6,2.9,.5,.2,60.6429415087557,.392338109176809,1.58886663585477,.0883274277204334,1.60838083500231,1.58475838340266,11.2781800441637,1.05787500641914,2.20202331433267,.59672366866944,.191033739023263,5.73295564282495,2.58100960304011,6.6
